"verb","polarity","tense","elpd_waic","p_waic","waic","se_elpd_waic","se_p_waic","se_waic"
apologize,negative,future,10.137202812569,1.11932153970929,-20.2744056251379,9.6699749265515,0.259586262008539,19.339949853103
apologize,negative,past,15.5280171244471,1.44299560932442,-31.0560342488942,12.9229376702318,0.293787171736555,25.8458753404637
apologize,positive,future,31.1551189108326,2.87559358947675,-62.3102378216652,15.7854587940787,0.764094074035597,31.5709175881573
apologize,positive,past,41.5455734357161,3.23889031205855,-83.0911468714321,17.2910498954959,0.911049226251088,34.5820997909918
boast,negative,future,12.0880434128882,2.2462490246912,-24.1760868257764,9.66323271240145,0.775380089203273,19.3264654248029
boast,negative,past,51.9254758962333,5.48868149803851,-103.850951792467,18.7425478605116,1.46225374063638,37.4850957210232
boast,positive,future,93.1286926689406,2.38408960033372,-186.257385337881,22.0242703429302,0.94441482340707,44.0485406858603
boast,positive,past,132.19802500919,1.17189371609736,-264.396050018381,24.3550615366447,0.150630775192767,48.7101230732894
complain,negative,future,17.3492525748603,4.19909494713051,-34.6985051497205,10.4175904299994,1.82860373918588,20.8351808599987
complain,negative,past,29.0722045298881,4.37626871417769,-58.1444090597762,12.432614960436,1.55619656031001,24.8652299208721
complain,positive,future,72.1552461230659,3.54817610412313,-144.310492246132,19.4009416761483,0.920584199358305,38.8018833522967
complain,positive,past,111.563460605002,2.75030941717822,-223.126921210004,22.7767033380079,0.832704664657088,45.5534066760159
congratulate,negative,future,21.2976620377489,1.67607147394852,-42.5953240754978,13.2346340619978,0.466689397376428,26.4692681239956
congratulate,negative,past,4.42428815060213,2.83365300442415,-8.84857630120426,7.56523012973385,0.951377755522505,15.1304602594677
congratulate,positive,future,40.0872805622139,2.25012492077825,-80.1745611244277,15.6853069881989,0.622195392387511,31.3706139763979
congratulate,positive,past,73.0708282831059,1.69517913769364,-146.141656566212,19.7017797321581,0.45371792008589,39.4035594643162
convince,negative,future,35.4286810924045,3.39727140106126,-70.8573621848091,16.0304258254735,1.03955812943828,32.060851650947
convince,negative,past,31.9835760661958,2.84814026302699,-63.9671521323915,14.4940575665348,0.976118336383931,28.9881151330697
convince,positive,future,71.6787554118937,2.93111727456752,-143.357510823787,22.0537369808299,0.969816781471373,44.1074739616598
convince,positive,past,74.6274746082239,1.48124090062439,-149.254949216448,21.0184984053161,0.271342450567131,42.0369968106322
disprove,negative,future,26.9797891994057,1.64431256391677,-53.9595783988115,15.8419591727834,0.436916220891722,31.6839183455668
disprove,negative,past,48.9807093015382,2.0514182852065,-97.9614186030763,18.3428525668304,0.373714312012748,36.6857051336608
disprove,positive,future,40.4725942023136,7.4149460842457,-80.9451884046271,13.9650628510686,2.25778411058325,27.9301257021371
disprove,positive,past,31.424325340536,7.89841212689463,-62.8486506810719,13.8787708378981,2.92890234821503,27.7575416757961
dissuade,negative,future,19.1447139198924,1.9659535975254,-38.2894278397847,13.401168185442,0.560071414284489,26.8023363708841
dissuade,negative,past,53.2463630571918,4.88562735753354,-106.492726114384,20.1071466373795,1.36954533679172,40.2142932747591
dissuade,positive,future,28.1393569206172,11.7439475196314,-56.2787138412345,17.1885431063746,5.19649278928255,34.3770862127491
dissuade,positive,past,13.6597244480072,5.70312278486113,-27.3194488960145,12.0774989178554,1.56410777830419,24.1549978357108
doubt,negative,future,131.860246180909,3.29399104844734,-263.720492361819,22.6331761298845,1.40989969240447,45.266352259769
doubt,negative,past,151.408215208982,2.24170535319344,-302.816430417965,23.9345004883276,0.511077036939956,47.8690009766553
