verb,polarity-tense,2.5%,25%,50%,75%,97.5%,mean,sd
apologize,positive-past,-2.3676920773341,-2.00653955423584,-1.81631740669547,-1.62311343729419,-1.24089536105038,-1.8136373462701183,0.2868527762781389
apologize,positive-future,-2.3033813697883327,-1.9450690799607062,-1.7552959916493436,-1.562161522982733,-1.1851794555144093,-1.7531845327504851,0.2832191614880279
apologize,negative-past,-0.6063001029565671,-0.32386187330037,-0.17878977885312963,-0.03804619480017979,0.2390960411727603,-0.1810094178328414,0.21533516282111556
apologize,negative-future,-0.6851901776697898,-0.4048624734784141,-0.26203168453316006,-0.12045059096412025,0.14311356623598015,-0.2645634843839154,0.21201480913052256
boast,positive-past,1.29931863719793,1.67480166366027,1.86821175775392,2.06529693449416,2.4541768393754904,1.8719227142424097,0.2927057904625595
boast,positive-future,1.190300961347947,1.5607731611170574,1.750998298922288,1.9426834471703829,2.32750686953707,1.7526231700228472,0.28786945290140353
boast,negative-past,-0.23623951310669966,0.04988200975075974,0.19679899034581005,0.3444585931534503,0.6246138586047096,0.1971588852787869,0.21884078663570253
boast,negative-future,-0.3918860257666201,-0.11464402823272035,0.02204929843768033,0.16470455558695996,0.4358431616527101,0.023228795528957447,0.21011872283457575
complain,positive-past,-2.39872254617722,-2.03443061099656,-1.84136453304417,-1.6482548955319398,-1.27545283990657,-1.8410198636746742,0.2870939193518884
complain,positive-future,-2.3527128990241244,-1.9952069695238528,-1.8053877019868658,-1.616355595331594,-1.2549530265433262,-1.8051140001420687,0.28048994535690636
complain,negative-past,0.22471030720992968,0.5050797412122501,0.6485329355888108,0.7883055282725304,1.0757974187549695,0.6478200060733428,0.2139898878546461
complain,negative-future,0.17418441291056008,0.4484003724365102,0.5900035165884296,0.7284403759357794,0.9969735348397797,0.5881323884117617,0.2090199275327046
congratulate,positive-past,0.9345568622977459,1.28897874458954,1.48424878419065,1.6816687176110199,2.06824876265411,1.4869728247291198,0.28989473831963924
congratulate,positive-future,0.9088165637305904,1.2568948849548873,1.4470162701745468,1.6374334900400855,2.015890372333798,1.4501934556196432,0.2824000172576026
congratulate,negative-past,0.42233627835480014,0.7024266040384481,0.8487927236044459,0.9952663607262509,1.2850856753492481,0.848903086365622,0.2188072668868828
congratulate,negative-future,0.3498842232630399,0.6154206607262022,0.7574161460638893,0.9030899791755119,1.173023762473019,0.7592011108786142,0.2119407285658847
convince,positive-past,-0.636858979198399,-0.277302868332379,-0.0822925003444383,0.10880938338991498,0.499063214226799,-0.082021747346882,0.2886247914079808
convince,positive-future,-0.6154824021818557,-0.26021484910984227,-0.07247636716756409,0.11503046808594382,0.4887768080614898,-0.07152415627670455,0.2801398730218184
convince,negative-past,-0.6244155574740676,-0.34653697110455894,-0.20431211482974804,-0.0646543767951456,0.20056755316864,-0.20595057279836324,0.21065071618867007
convince,negative-future,-0.546522752781617,-0.27746131728262396,-0.1400638270142662,-0.001538215812835031,0.2610642038831311,-0.14066575707166484,0.20620973368667253
disprove,positive-past,-0.33038807610344106,0.0331538729814266,0.22407701652676298,0.42086837576440506,0.7995345327703131,0.2278310148690858,0.2885382258588082
disprove,positive-future,-0.336050424502637,0.018894200105815093,0.20709554390273893,0.39609987984058,0.770560619773594,0.2097856269156221,0.281739106068404
disprove,negative-past,0.3402851427324117,0.6120943257691338,0.7540313516589372,0.897370472762082,1.1754250678806517,0.754902078134521,0.21255692431387121
disprove,negative-future,0.2109161146092263,0.4818224940369781,0.620296342544184,0.7609656985846971,1.025499815474273,0.6209007240137577,0.20926645170550973
dissuade,positive-past,-0.649607598372279,-0.28338858849187104,-0.0878780537577373,0.102466139557727,0.49471561131136105,-0.08784124670287247,0.2890868734083691
dissuade,positive-future,-0.6413605002319219,-0.2848515826193917,-0.0969991380132961,0.0885512796124963,0.46667839689670393,-0.09604639481537375,0.2812868553327418
dissuade,negative-past,0.057118461470756804,0.33240989224256384,0.47317554514837695,0.61459992581721,0.8855878397687651,0.4736465684024424,0.21103069921366543
dissuade,negative-future,0.13745679653964496,0.4064297095875051,0.5450642836999297,0.6848241317221685,0.9556675672914279,0.5461189971980447,0.2088919944937944
doubt,positive-past,-1.19354724707967,-0.8283446820019542,-0.635019142154215,-0.44225663609027704,-0.0598584688080636,-0.6347206927039164,0.2885583464693162
doubt,positive-future,-1.132066829235355,-0.7767832962957659,-0.5860380628065748,-0.40030144575120613,-0.0264911188098422,-0.587396109749243,0.28192905399146745
doubt,negative-past,0.07884228464322504,0.35978142380846406,0.49877023258771813,0.6412489585451409,0.9141843252415789,0.4995254361258555,0.21171050792170917
doubt,negative-future,0.17022494749871708,0.44950210413578406,0.587938994689677,0.7278692914139459,1.0070462439302401,0.5888039278172673,0.21070073068457185
fear,positive-past,-2.93053601752459,-2.5644945889960398,-2.37507964018867,-2.18250878140219,-1.8036653801632898,-2.372590763997208,0.28682485420341924
fear,positive-future,-2.8437240181665606,-2.482543629674818,-2.2960498901161146,-2.1038347680469824,-1.7361334487097893,-2.2927774020457563,0.28119455369613483
fear,negative-past,-0.17048644421621928,0.10532431074164039,0.24566246552307947,0.38826673060845995,0.6659079257433698,0.24604433957756502,0.21187721137405516
fear,negative-future,-0.10607984716823005,0.16451877003290027,0.3079054528585503,0.44622284500837006,0.7117386812753903,0.30564132074235273,0.20918680668988726
hate,positive-past,-3.2190380788772295,-2.8511049325733,-2.6588843419245,-2.46521037326162,-2.07675163586604,-2.656305817913692,0.28916888375273886
hate,positive-future,-3.1192356681585443,-2.7652691755876284,-2.573786723680469,-2.384206337726495,-2.0086176970301692,-2.572937137849882,0.28277919474074453
hate,negative-past,0.4419102604822993,0.7201455353124899,0.8626532028140597,1.00616944365877,1.2852590069753407,0.8628238052467382,0.21526417145527785
hate,negative-future,0.5698660371532092,0.8436163358068001,0.9814094298507199,1.1238104374122395,1.39665018994353,0.9835170897398919,0.20986866113377256
hope,positive-past,1.7007862622088603,2.06466356658956,2.25482212981366,2.44947262257043,2.8311837378160503,2.258423227748734,0.2873082069662163
hope,positive-future,1.6594620845499803,2.010083574312029,2.194009010626429,2.3838157554678925,2.7518912630471073,2.1986403404372448,0.28043311534766113
hope,negative-past,-1.7517844302643697,-1.46729066761527,-1.32610821483522,-1.18707720950284,-0.9146554572789702,-1.3289308071987789,0.2127877771906971
hope,negative-future,-1.7942692837243097,-1.5149857430213798,-1.3767571606442304,-1.2400787980792898,-0.9836806424490798,-1.3797925198519503,0.2062248127332975
know,positive-past,-0.20071056907310697,0.165645567853948,0.35572580986768104,0.550089673261431,0.930578549446312,0.358404714336806,0.2877472255977902
know,positive-future,-0.1920318793048152,0.16156462374921896,0.3473387971981904,0.5369245819570615,0.9139519203022299,0.35020743866240983,0.2814745493507542
know,negative-past,-0.5134836296340047,-0.24051178511332305,-0.09799231537013198,0.04481007313152785,0.3223317106634443,-0.0978419124291073,0.21386490198939803
know,negative-future,-0.638319662746737,-0.36677893421999497,-0.22737140945346113,-0.08771021887913893,0.178007272799702,-0.22780678997724288,0.20773864187905883
lie,positive-past,-0.6358635302578001,-0.273654135929203,-0.0819954033272351,0.113754774021586,0.49713795209029293,-0.07854304847836048,0.2898157000138352
lie,positive-future,-0.5773179723061845,-0.2267520408068234,-0.040247038541931596,0.1517766929762536,0.5238977390060732,-0.03644983733324128,0.2811381639658224
lie,negative-past,-0.05390890634734302,0.217116396381079,0.360924291556978,0.502224753773737,0.775416082887545,0.3598591959494012,0.2108388551268993
lie,negative-future,-0.07527233161229097,0.19241959402116152,0.3319414389143211,0.472168622741163,0.737902622832962,0.3318118524963003,0.20784019224723102
like,positive-past,1.60295332802077,1.9730200100844197,2.16415225038442,2.3601534622745697,2.7460441095333703,2.1671080879379963,0.28997066092170387
like,positive-future,1.5375526330477707,1.8925324759453297,2.0807660293872683,2.2761492111249106,2.647629066871753,2.084864845470548,0.2844540268049533
like,negative-past,-2.3575357474991003,-2.0733634841182207,-1.9324705809825198,-1.7911802398174907,-1.5179767093203398,-1.9332872578130118,0.21276218081103263
like,negative-future,-2.3448376697043996,-2.0653359167944005,-1.9263000930626903,-1.7898862558101798,-1.5269003450311298,-1.9288276705071719,0.2082468201834133
love,positive-past,1.8983394811953602,2.26274415431259,2.4560727494894903,2.64787575764136,3.0265641050755,2.457870336108625,0.2885361383512008
love,positive-future,1.8142344007663678,2.17657104249967,2.363198743127292,2.5512435150553734,2.9279672571103466,2.3656943832582606,0.28207401182395014
love,negative-past,-1.8631829140788705,-1.58104783225328,-1.4389235835664,-1.2977766745992199,-1.0292474050846296,-1.4414313828799534,0.2128315711207627
love,negative-future,-1.8454785447530804,-1.5663720156278211,-1.4273001699861103,-1.28839701880168,-1.02265180086646,-1.4283655078261144,0.2086811628643164
mislead,positive-past,-0.17373158779425502,0.19844193325086804,0.39077406471275206,0.58392042184735,0.9685398706304971,0.39244300572727525,0.2898984977565446
mislead,positive-future,-0.17359234944362023,0.18237175524651902,0.3724539602622942,0.5617456028418801,0.9298748875355138,0.3738552448597355,0.28182647127526184
mislead,negative-past,-0.1023059793964749,0.16964793620410482,0.312853633088835,0.455447729527743,0.732072004681113,0.3128053975299771,0.21281061076885582
mislead,negative-future,-0.022236276190920057,0.2535455901824273,0.394032388188226,0.533119133180574,0.8045675318940931,0.39324378063633564,0.2096736595690755
notify,positive-past,-0.46344915957065,-0.0975136488280179,0.0953705334100245,0.28780344517079404,0.672675658142349,0.09590552698436618,0.2881803715195593
notify,positive-future,-0.43489352896715083,-0.08176675483340151,0.10711593557409588,0.2944692731272242,0.6663339638093441,0.10681181097334445,0.2806206764522665
notify,negative-past,-0.2808841023752311,0.0012425816283300195,0.14362107420292497,0.2814790464339221,0.5575365604767012,0.14152218135621483,0.21183194353241497
notify,negative-future,-0.16672266848208406,0.10554838896311702,0.24472610642229797,0.38218517713745404,0.6558079988550163,0.24305053380953104,0.20790008606830873
persuade,positive-past,-0.68502988081193,-0.323386190855597,-0.130946161278266,0.0614450445605963,0.4437248957886621,-0.12834522884689215,0.28694153898658337
persuade,positive-future,-0.6639953454283934,-0.31586180563202243,-0.12909511755178493,0.058579425107709096,0.4298020297341701,-0.12571434523309327,0.2787466705190169
persuade,negative-past,-0.3917222573788291,-0.11001056091962017,0.02923391137718001,0.171195192684448,0.44751470419032996,0.02965339869955006,0.21284116033612907
persuade,negative-future,-0.36278546361432207,-0.09461379203734394,0.04138677720623708,0.18203194005566267,0.44613686968450517,0.04261226530463524,0.20812106504091726
regret,positive-past,-2.9598163636021297,-2.5942229708650495,-2.40323843643502,-2.21030352522745,-1.8283153250706101,-2.4015333889133514,0.2890517892995544
regret,positive-future,-2.8806272315441834,-2.5216384370348686,-2.3337031774946517,-2.1423597811306987,-1.7644840978385383,-2.33120521147833,0.2826974344566769
regret,negative-past,0.7785848215850999,1.0561936473101197,1.19804779290624,1.3417047475231603,1.6272137510766904,1.1997960109186654,0.2148103094455978
regret,negative-future,0.668635543023,0.9406098600064396,1.0859390354849503,1.2254760634596602,1.4977888358851499,1.0843307149447767,0.2108576357160616
remember,positive-past,-0.320026854648294,0.0396431522386777,0.22924536103704102,0.420262649936117,0.803444539224788,0.23139220748506265,0.2866865958253853
remember,positive-future,-0.32088673535033563,0.024669370369004098,0.2131523599417448,0.40048595632471584,0.7730388959837806,0.21597680524800128,0.27942416598784586
remember,negative-past,-0.612505300202936,-0.3367667819400989,-0.19691397501531066,-0.05298717472600195,0.21649311753001393,-0.19635071497150208,0.21183278179053053
remember,negative-future,-0.6120743184683373,-0.3413648384656469,-0.20260833469179662,-0.0633941537664071,0.20312037607259004,-0.20298390647026357,0.20742506459087773
tell,positive-past,-0.360483068795831,0.00021776665610038102,0.19280302397545104,0.38038519251269604,0.768752836087573,0.1923906954632796,0.28675020461795203
tell,positive-future,-0.3337147132131498,0.018558441745637783,0.20481228618880015,0.3904337476100055,0.7704141301820531,0.20628030245530612,0.2789108269756548
tell,negative-past,-0.4262124298110329,-0.14740860036631098,-0.006821437781410006,0.1340189377160042,0.40585343535528895,-0.008035112667279059,0.2112180075019108
tell,negative-future,-0.34475748570686005,-0.072257482264801,0.06593260616690688,0.205477455160971,0.47343374951408096,0.06570751645485258,0.20821255878424225
think,positive-past,-0.22932127463451502,0.133399006927901,0.323152922975297,0.516124914521917,0.8989470965523549,0.326413858207979,0.2881049272337943
think,positive-future,-0.2231327118421536,0.131295800025848,0.3188377957974199,0.5086069648001744,0.8780139468443325,0.3223330374501201,0.28098924327091357
